"BehaviorSpace results (NetLogo 5.1.0)"
"extended_prisoners_dilemma (1).nlogo"
"experiment_PD_spatial_cost_varying"
"12/17/2014 12:33:17:900 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","benefit","initial_propD","play_pd","cost","baseline_fitness","play_spatial","[step]","count patches with [strategy_current = ""C""] / (count patches)"
"433","1","0.6","true","0.43","0","true","21","0"
"434","1","0.6","true","0.43","0","true","24","0"
"435","1","0.6","true","0.43","0","true","20","0"
"436","1","0.6","true","0.43","0","true","19","0"
"437","1","0.6","true","0.43","0","true","20","0"
"438","1","0.6","true","0.43","0","true","20","0"
"423","1","0.6","true","0.42","0","true","24","0"
"440","1","0.6","true","0.43","0","true","25","0"
"439","1","0.6","true","0.43","0","true","30","0"
"441","1","0.6","true","0.44","0","true","28","0"
"443","1","0.6","true","0.44","0","true","20","0"
"444","1","0.6","true","0.44","0","true","27","0"
"446","1","0.6","true","0.44","0","true","18","0"
"445","1","0.6","true","0.44","0","true","28","0"
"447","1","0.6","true","0.44","0","true","20","0"
"448","1","0.6","true","0.44","0","true","21","0"
"449","1","0.6","true","0.44","0","true","20","0"
"450","1","0.6","true","0.44","0","true","23","0"
"451","1","0.6","true","0.45","0","true","17","0"
"452","1","0.6","true","0.45","0","true","22","0"
"453","1","0.6","true","0.45","0","true","16","0"
"454","1","0.6","true","0.45","0","true","26","0"
"456","1","0.6","true","0.45","0","true","20","0"
"455","1","0.6","true","0.45","0","true","24","0"
"457","1","0.6","true","0.45","0","true","23","0"
"442","1","0.6","true","0.44","0","true","23","0"
"458","1","0.6","true","0.45","0","true","24","0"
"459","1","0.6","true","0.45","0","true","21","0"
"462","1","0.6","true","0.46","0","true","17","0"
"460","1","0.6","true","0.45","0","true","23","0"
"463","1","0.6","true","0.46","0","true","20","0"
"464","1","0.6","true","0.46","0","true","18","0"
"465","1","0.6","true","0.46","0","true","20","0"
"466","1","0.6","true","0.46","0","true","22","0"
"467","1","0.6","true","0.46","0","true","17","0"
"468","1","0.6","true","0.46","0","true","18","0"
"469","1","0.6","true","0.46","0","true","23","0"
"470","1","0.6","true","0.46","0","true","24","0"
"471","1","0.6","true","0.47","0","true","22","0"
"472","1","0.6","true","0.47","0","true","23","0"
"473","1","0.6","true","0.47","0","true","18","0"
"474","1","0.6","true","0.47","0","true","21","0"
"475","1","0.6","true","0.47","0","true","19","0"
"477","1","0.6","true","0.47","0","true","17","0"
"461","1","0.6","true","0.46","0","true","21","0"
"476","1","0.6","true","0.47","0","true","24","0"
"478","1","0.6","true","0.47","0","true","18","0"
"479","1","0.6","true","0.47","0","true","23","0"
"481","1","0.6","true","0.48","0","true","18","0"
"482","1","0.6","true","0.48","0","true","20","0"
"483","1","0.6","true","0.48","0","true","15","0"
"485","1","0.6","true","0.48","0","true","16","0"
"484","1","0.6","true","0.48","0","true","25","0"
"486","1","0.6","true","0.48","0","true","19","0"
"488","1","0.6","true","0.48","0","true","18","0"
"487","1","0.6","true","0.48","0","true","21","0"
"489","1","0.6","true","0.48","0","true","23","0"
"492","1","0.6","true","0.49","0","true","16","0"
"491","1","0.6","true","0.49","0","true","18","0"
"490","1","0.6","true","0.48","0","true","22","0"
"480","1","0.6","true","0.47","0","true","16","0"
"493","1","0.6","true","0.49","0","true","18","0"
"494","1","0.6","true","0.49","0","true","24","0"
"495","1","0.6","true","0.49","0","true","23","0"
"497","1","0.6","true","0.49","0","true","19","0"
"499","1","0.6","true","0.49","0","true","21","0"
"498","1","0.6","true","0.49","0","true","21","0"
"500","1","0.6","true","0.49","0","true","20","0"
"501","1","0.6","true","0.5","0","true","18","0"
"502","1","0.6","true","0.5","0","true","18","0"
"503","1","0.6","true","0.5","0","true","21","0"
"504","1","0.6","true","0.5","0","true","18","0"
"505","1","0.6","true","0.5","0","true","16","0"
"506","1","0.6","true","0.5","0","true","19","0"
"496","1","0.6","true","0.49","0","true","17","0"
"507","1","0.6","true","0.5","0","true","15","0"
"508","1","0.6","true","0.5","0","true","17","0"
"509","1","0.6","true","0.5","0","true","23","0"
"511","1","0.6","true","0.51","0","true","17","0"
"512","1","0.6","true","0.51","0","true","20","0"
"513","1","0.6","true","0.51","0","true","19","0"
"514","1","0.6","true","0.51","0","true","22","0"
"515","1","0.6","true","0.51","0","true","18","0"
