"x","C","color","p1","x","D","color","p2"
"13375","0.4204","105","true","13375","0.5796","15","true"
"13376","0.422","105","true","13376","0.578","15","true"
"13377","0.4292","105","true","13377","0.5708","15","true"
"13378","0.3924","105","true","13378","0.6076","15","true"
"13379","0.424","105","true","13379","0.576","15","true"
"13380","0.41","105","true","13380","0.59","15","true"
"13381","0.398","105","true","13381","0.602","15","true"
"13382","0.4244","105","true","13382","0.5756","15","true"
"13383","0.4144","105","true","13383","0.5856","15","true"
"13384","0.4052","105","true","13384","0.5948","15","true"
"13385","0.4076","105","true","13385","0.5924","15","true"
"13386","0.4048","105","true","13386","0.5952","15","true"
"13387","0.408","105","true","13387","0.592","15","true"
"13388","0.3996","105","true","13388","0.6004","15","true"
"13389","0.4084","105","true","13389","0.5916","15","true"
"13390","0.4196","105","true","13390","0.5804","15","true"
"13391","0.42","105","true","13391","0.58","15","true"
"13392","0.4116","105","true","13392","0.5884","15","true"
"13393","0.418","105","true","13393","0.582","15","true"
"13394","0.4116","105","true","13394","0.5884","15","true"
"13395","0.422","105","true","13395","0.578","15","true"
"13396","0.4004","105","true","13396","0.5996","15","true"
"13397","0.4004","105","true","13397","0.5996","15","true"
"13398","0.4156","105","true","13398","0.5844","15","true"
"13399","0.4104","105","true","13399","0.5896","15","true"
"13400","0.4188","105","true","13400","0.5812","15","true"
"13401","0.4172","105","true","13401","0.5828","15","true"
"13402","0.4032","105","true","13402","0.5968","15","true"
"13403","0.4052","105","true","13403","0.5948","15","true"
"13404","0.4172","105","true","13404","0.5828","15","true"
"13405","0.4052","105","true","13405","0.5948","15","true"
"13406","0.4112","105","true","13406","0.5888","15","true"
"13407","0.4228","105","true","13407","0.5772","15","true"
"13408","0.4016","105","true","13408","0.5984","15","true"
"13409","0.42","105","true","13409","0.58","15","true"
"13410","0.4152","105","true","13410","0.5848","15","true"
"13411","0.43","105","true","13411","0.57","15","true"
"13412","0.4156","105","true","13412","0.5844","15","true"
"13413","0.3964","105","true","13413","0.6036","15","true"
"13414","0.4096","105","true","13414","0.5904","15","true"
"13415","0.422","105","true","13415","0.578","15","true"
"13416","0.4008","105","true","13416","0.5992","15","true"
"13417","0.4136","105","true","13417","0.5864","15","true"
"13418","0.4168","105","true","13418","0.5832","15","true"
"13419","0.4196","105","true","13419","0.5804","15","true"
"13420","0.4076","105","true","13420","0.5924","15","true"
"13421","0.402","105","true","13421","0.598","15","true"
"13422","0.412","105","true","13422","0.588","15","true"
"13423","0.4184","105","true","13423","0.5816","15","true"
"13424","0.3892","105","true","13424","0.6108","15","true"
"13425","0.4032","105","true","13425","0.5968","15","true"
"13426","0.434","105","true","13426","0.566","15","true"
"13427","0.4112","105","true","13427","0.5888","15","true"
"13428","0.424","105","true","13428","0.576","15","true"
"13429","0.4312","105","true","13429","0.5688","15","true"
"13430","0.3848","105","true","13430","0.6152","15","true"
"13431","0.4192","105","true","13431","0.5808","15","true"
"13432","0.414","105","true","13432","0.586","15","true"
"13433","0.4168","105","true","13433","0.5832","15","true"
"13434","0.4164","105","true","13434","0.5836","15","true"
"13435","0.41","105","true","13435","0.59","15","true"
"13436","0.4048","105","true","13436","0.5952","15","true"
"13437","0.4056","105","true","13437","0.5944","15","true"
"13438","0.3892","105","true","13438","0.6108","15","true"
"13439","0.4168","105","true","13439","0.5832","15","true"
"13440","0.398","105","true","13440","0.602","15","true"
"13441","0.4156","105","true","13441","0.5844","15","true"
"13442","0.4072","105","true","13442","0.5928","15","true"
"13443","0.4084","105","true","13443","0.5916","15","true"
"13444","0.4172","105","true","13444","0.5828","15","true"
"13445","0.4152","105","true","13445","0.5848","15","true"
"13446","0.4028","105","true","13446","0.5972","15","true"
"13447","0.3896","105","true","13447","0.6104","15","true"
"13448","0.4084","105","true","13448","0.5916","15","true"
"13449","0.3968","105","true","13449","0.6032","15","true"
"13450","0.4108","105","true","13450","0.5892","15","true"
"13451","0.4188","105","true","13451","0.5812","15","true"
"13452","0.4004","105","true","13452","0.5996","15","true"
"13453","0.4204","105","true","13453","0.5796","15","true"
"13454","0.42","105","true","13454","0.58","15","true"
"13455","0.4088","105","true","13455","0.5912","15","true"
"13456","0.4032","105","true","13456","0.5968","15","true"
"13457","0.3956","105","true","13457","0.6044","15","true"
"13458","0.4196","105","true","13458","0.5804","15","true"
"13459","0.4148","105","true","13459","0.5852","15","true"
"13460","0.4224","105","true","13460","0.5776","15","true"
"13461","0.424","105","true","13461","0.576","15","true"
"13462","0.3984","105","true","13462","0.6016","15","true"
"13463","0.3972","105","true","13463","0.6028","15","true"
"13464","0.4156","105","true","13464","0.5844","15","true"
"13465","0.402","105","true","13465","0.598","15","true"
"13466","0.4248","105","true","13466","0.5752","15","true"
"13467","0.4116","105","true","13467","0.5884","15","true"
"13468","0.4104","105","true","13468","0.5896","15","true"
"13469","0.3992","105","true","13469","0.6008","15","true"
"13470","0.4028","105","true","13470","0.5972","15","true"
"13471","0.4108","105","true","13471","0.5892","15","true"
"13472","0.3852","105","true","13472","0.6148","15","true"
"13473","0.4092","105","true","13473","0.5908","15","true"
"13474","0.4236","105","true","13474","0.5764","15","true"
"13475","0.406","105","true","13475","0.594","15","true"
"13476","0.4076","105","true","13476","0.5924","15","true"
"13477","0.408","105","true","13477","0.592","15","true"
"13478","0.4396","105","true","13478","0.5604","15","true"
"13479","0.4236","105","true","13479","0.5764","15","true"
"13480","0.4236","105","true","13480","0.5764","15","true"
"13481","0.424","105","true","13481","0.576","15","true"
"13482","0.4228","105","true","13482","0.5772","15","true"
"13483","0.4152","105","true","13483","0.5848","15","true"
"13484","0.4","105","true","13484","0.6","15","true"
"13485","0.4152","105","true","13485","0.5848","15","true"
"13486","0.406","105","true","13486","0.594","15","true"
"13487","0.418","105","true","13487","0.582","15","true"
"13488","0.4112","105","true","13488","0.5888","15","true"
"13489","0.4152","105","true","13489","0.5848","15","true"
"13490","0.4056","105","true","13490","0.5944","15","true"
"13491","0.4188","105","true","13491","0.5812","15","true"
"13492","0.4012","105","true","13492","0.5988","15","true"
"13493","0.4352","105","true","13493","0.5648","15","true"
"13494","0.4012","105","true","13494","0.5988","15","true"
"13495","0.4052","105","true","13495","0.5948","15","true"
"13496","0.4104","105","true","13496","0.5896","15","true"
"13497","0.4292","105","true","13497","0.5708","15","true"
"13498","0.4056","105","true","13498","0.5944","15","true"
"13499","0.4076","105","true","13499","0.5924","15","true"
"13500","0.4016","105","true","13500","0.5984","15","true"
"13501","0.422","105","true","13501","0.578","15","true"
"13502","0.4244","105","true","13502","0.5756","15","true"
"13503","0.4124","105","true","13503","0.5876","15","true"
"13504","0.4096","105","true","13504","0.5904","15","true"
"13505","0.3964","105","true","13505","0.6036","15","true"
"13506","0.4124","105","true","13506","0.5876","15","true"
"13507","0.4032","105","true","13507","0.5968","15","true"
"13508","0.4188","105","true","13508","0.5812","15","true"
"13509","0.4296","105","true","13509","0.5704","15","true"
"13510","0.3976","105","true","13510","0.6024","15","true"
"13511","0.398","105","true","13511","0.602","15","true"
"13512","0.4272","105","true","13512","0.5728","15","true"
"13513","0.402","105","true","13513","0.598","15","true"
"13514","0.4068","105","true","13514","0.5932","15","true"
"13515","0.4224","105","true","13515","0.5776","15","true"
"13516","0.4132","105","true","13516","0.5868","15","true"
"13517","0.4032","105","true","13517","0.5968","15","true"
"13518","0.3988","105","true","13518","0.6012","15","true"
"13519","0.4132","105","true","13519","0.5868","15","true"
"13520","0.4168","105","true","13520","0.5832","15","true"
"13521","0.406","105","true","13521","0.594","15","true"
"13522","0.4036","105","true","13522","0.5964","15","true"
"13523","0.4016","105","true","13523","0.5984","15","true"
"13524","0.4128","105","true","13524","0.5872","15","true"
"13525","0.3984","105","true","13525","0.6016","15","true"
"13526","0.4144","105","true","13526","0.5856","15","true"
"13527","0.3984","105","true","13527","0.6016","15","true"
"13528","0.4184","105","true","13528","0.5816","15","true"
"13529","0.4224","105","true","13529","0.5776","15","true"
"13530","0.4052","105","true","13530","0.5948","15","true"
"13531","0.4092","105","true","13531","0.5908","15","true"
"13532","0.4304","105","true","13532","0.5696","15","true"
"13533","0.4128","105","true","13533","0.5872","15","true"
"13534","0.402","105","true","13534","0.598","15","true"
"13535","0.4124","105","true","13535","0.5876","15","true"
"13536","0.4092","105","true","13536","0.5908","15","true"
"13537","0.404","105","true","13537","0.596","15","true"
"13538","0.4152","105","true","13538","0.5848","15","true"
"13539","0.416","105","true","13539","0.584","15","true"
"13540","0.4024","105","true","13540","0.5976","15","true"
"13541","0.4196","105","true","13541","0.5804","15","true"
"13542","0.4132","105","true","13542","0.5868","15","true"
"13543","0.4","105","true","13543","0.6","15","true"
"13544","0.4096","105","true","13544","0.5904","15","true"
"13545","0.4096","105","true","13545","0.5904","15","true"
"13546","0.408","105","true","13546","0.592","15","true"
"13547","0.4256","105","true","13547","0.5744","15","true"
"13548","0.4144","105","true","13548","0.5856","15","true"
"13549","0.3924","105","true","13549","0.6076","15","true"
"13550","0.3996","105","true","13550","0.6004","15","true"
"13551","0.396","105","true","13551","0.604","15","true"
"13552","0.4308","105","true","13552","0.5692","15","true"
"13553","0.4152","105","true","13553","0.5848","15","true"
"13554","0.418","105","true","13554","0.582","15","true"
"13555","0.404","105","true","13555","0.596","15","true"
"13556","0.4076","105","true","13556","0.5924","15","true"
"13557","0.4236","105","true","13557","0.5764","15","true"
"13558","0.4264","105","true","13558","0.5736","15","true"
"13559","0.408","105","true","13559","0.592","15","true"
"13560","0.4232","105","true","13560","0.5768","15","true"
"13561","0.4176","105","true","13561","0.5824","15","true"
"13562","0.3936","105","true","13562","0.6064","15","true"
"13563","0.404","105","true","13563","0.596","15","true"
"13564","0.416","105","true","13564","0.584","15","true"
"13565","0.4184","105","true","13565","0.5816","15","true"
"13566","0.4244","105","true","13566","0.5756","15","true"
"13567","0.386","105","true","13567","0.614","15","true"
"13568","0.412","105","true","13568","0.588","15","true"
"13569","0.422","105","true","13569","0.578","15","true"
"13570","0.4176","105","true","13570","0.5824","15","true"
"13571","0.4172","105","true","13571","0.5828","15","true"
"13572","0.408","105","true","13572","0.592","15","true"
"13573","0.4168","105","true","13573","0.5832","15","true"
"13574","0.4092","105","true","13574","0.5908","15","true"
"13575","0.4168","105","true","13575","0.5832","15","true"
"13576","0.4184","105","true","13576","0.5816","15","true"
"13577","0.4012","105","true","13577","0.5988","15","true"
"13578","0.4004","105","true","13578","0.5996","15","true"
"13579","0.4136","105","true","13579","0.5864","15","true"
"13580","0.414","105","true","13580","0.586","15","true"
"13581","0.4024","105","true","13581","0.5976","15","true"
"13582","0.412","105","true","13582","0.588","15","true"
"13583","0.4352","105","true","13583","0.5648","15","true"
"13584","0.4116","105","true","13584","0.5884","15","true"
"13585","0.408","105","true","13585","0.592","15","true"
"13586","0.4276","105","true","13586","0.5724","15","true"
"13587","0.394","105","true","13587","0.606","15","true"
"13588","0.4192","105","true","13588","0.5808","15","true"
"13589","0.4208","105","true","13589","0.5792","15","true"
"13590","0.4208","105","true","13590","0.5792","15","true"
"13591","0.3912","105","true","13591","0.6088","15","true"
"13592","0.4076","105","true","13592","0.5924","15","true"
"13593","0.4304","105","true","13593","0.5696","15","true"
"13594","0.4024","105","true","13594","0.5976","15","true"
"13595","0.4044","105","true","13595","0.5956","15","true"
"13596","0.4032","105","true","13596","0.5968","15","true"
"13597","0.4292","105","true","13597","0.5708","15","true"
"13598","0.4148","105","true","13598","0.5852","15","true"
