"BehaviorSpace results (NetLogo 5.0.5)"
"extended_prisoners_dilemma.nlogo"
"experiment_stable_coexistence_variation_of_costs"
"12/14/2014 16:39:11:083 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","benefit","initial_propD","play_pd","cost","baseline_fitness","play_spatial","[step]","count patches with [strategy_current = ""C""] / (count patches)"
"443","1","0.6","false","0.08","0","true","500","0.9688"
"444","1","0.6","false","0.08","0","true","500","0.9736"
"445","1","0.6","false","0.08","0","true","500","0.9724"
"446","1","0.6","false","0.08","0","true","500","0.9684"
"442","1","0.6","false","0.08","0","true","500","0.9728"
"447","1","0.6","false","0.08","0","true","500","0.9736"
"449","1","0.6","false","0.08","0","true","500","0.9736"
"450","1","0.6","false","0.08","0","true","500","0.97"
"451","1","0.6","false","0.09","0","true","500","0.9692"
"452","1","0.6","false","0.09","0","true","500","0.9672"
"448","1","0.6","false","0.08","0","true","500","0.9692"
"453","1","0.6","false","0.09","0","true","500","0.9716"
"455","1","0.6","false","0.09","0","true","500","0.9696"
"456","1","0.6","false","0.09","0","true","500","0.97"
"457","1","0.6","false","0.09","0","true","500","0.968"
"454","1","0.6","false","0.09","0","true","500","0.9684"
"458","1","0.6","false","0.09","0","true","500","0.9696"
"460","1","0.6","false","0.09","0","true","500","0.9684"
"461","1","0.6","false","0.09","0","true","500","0.97"
"462","1","0.6","false","0.09","0","true","500","0.9648"
"463","1","0.6","false","0.09","0","true","500","0.9736"
"459","1","0.6","false","0.09","0","true","500","0.9688"
"464","1","0.6","false","0.09","0","true","500","0.9748"
"466","1","0.6","false","0.09","0","true","500","0.9656"
"467","1","0.6","false","0.09","0","true","500","0.9712"
"468","1","0.6","false","0.09","0","true","500","0.9684"
"469","1","0.6","false","0.09","0","true","500","0.974"
"465","1","0.6","false","0.09","0","true","500","0.972"
"470","1","0.6","false","0.09","0","true","500","0.9716"
"472","1","0.6","false","0.09","0","true","500","0.9672"
"473","1","0.6","false","0.09","0","true","500","0.9736"
"474","1","0.6","false","0.09","0","true","500","0.9672"
"475","1","0.6","false","0.09","0","true","500","0.9684"
"471","1","0.6","false","0.09","0","true","500","0.9688"
"476","1","0.6","false","0.09","0","true","500","0.9712"
"478","1","0.6","false","0.09","0","true","500","0.9724"
"479","1","0.6","false","0.09","0","true","500","0.9696"
"480","1","0.6","false","0.09","0","true","500","0.9732"
"481","1","0.6","false","0.09","0","true","500","0.9652"
"477","1","0.6","false","0.09","0","true","500","0.9684"
"482","1","0.6","false","0.09","0","true","500","0.9712"
"484","1","0.6","false","0.09","0","true","500","0.9644"
"485","1","0.6","false","0.09","0","true","500","0.9676"
"486","1","0.6","false","0.09","0","true","500","0.9716"
"483","1","0.6","false","0.09","0","true","500","0.9688"
"487","1","0.6","false","0.09","0","true","500","0.972"
"489","1","0.6","false","0.09","0","true","500","0.9712"
"490","1","0.6","false","0.09","0","true","500","0.9692"
"491","1","0.6","false","0.09","0","true","500","0.9684"
